1	27101275	27101333	ARID1A_276
1	34003080	34003131	CSMD_106
1	34083161	34083222	CSMD_195
1	65321299	65321352	JAK1
1	79387318	79387488	ELTD1
1	85733601	85733660	BCL10_601
1	115256477	115256554	NRAS_855,NRAS_A59T,NRAS_881_3
1	115258715	115258772	NRAS_089,NRAS_095
1	120478096	120478150	NOTCH2
1	158259861	158259917	CD1C_856
1	158299373	158299435	CD1B_372
1	161518393	161518522	FCGR3A
1	171510334	171510471	PRRC2C
1	237944878	237945027	RYR2
1	271067123	271067177	ARD1A_117
10	89692882	89692936	PTEN_117
10	89711878	89711936	PTEN_115
10	89717651	89717710	PTEN_882
10	89717750	89717807	PTEN_985
10	112362691	112362839	SMC3
10	129172401	129172458	DOCK1_389
11	32413540	32413598	WT1_992
11	32417889	32417939	WT1_339
11	102100439	102100551	YAP1
11	108163459	108163517	ATM_443
12	25398254	25398319	KRAS_1,KRAS_2,KRAS_329
12	46230666	46230721	ARID2_880
12	46242639	46242689	ARID2_843
13	26911735	26911785	CDK8_719
13	48919283	48919392	RB1
14	36988408	36988528	NKX2
14	42356395	42356451	LRFN5
15	75672960	75673032	SIN3A_007
16	89348196	89348256	ANKRD11
16	89805550	89805618	FANCA_549
17	7576991	7577129	TP53_989,TP53_7,TP53_741,TP53_094
17	7577478	7577603	TP53_1,TP53_392-2,TP53_506,TP53_546
17	7578243	7578307	TP53_263,TP53_275,TP53_281
17	7578370	7578488	TP53_049,TP53_383,TP53_390,TP53
17	7578474	7578538	TP53_517
17	7578699	7578763	TP53_699
17	7579287	7579339	TP53_970
17	7579521	7579574	TP53_512
17	7579765	7579818	TP53_762
17	7673768	7673827	TP53_769
17	12666410	12666479	MYOCD_086
17	29527537	29527670	NF1
17	29576083	29576136	NF1_059
17	37881302	37881361	ERBB2
17	78857236	78857290	RPTOR_232
18	45374769	45374910	SMAD2
18	48584479	48584535	SMAD4_466
19	1625591	1625652	TCF3
19	4117511	4117567	MEK2_508
19	11123944	11124005	SMARCA4_941
19	45855463	45855526	ERCC2
19	49990622	49990725	RPL13
2	29432626	29432707	ALK_7
2	29436808	29436901	ALK_6
2	29443574	29443727	ALK_5,ALK_4
2	29445187	29445297	ALK_3,ALK_2
2	29445401	29445485	ALK_1
2	125204319	125204376	CNTNAP5
2	198267411	198267466	SF3B1
2	212251762	212251820	ERBB4_760
2	212426693	212426752	ERBB4
20	36022290	36022372	SRC
22	30034917	30035053	NF2
3	16306449	16306543	DPH3
3	41266077	41266157	CTNNB1_580
3	71247406	71247474	FOXP1_406
3	89258957	89259084	EPHA3
3	97356831	97356963	EPHA6
3	178916918	178916965	PIK3CA_123
3	178936043	178936131	PIK3CA_E545K,PIK3CA_258
3	178952046	178952110	PIK3CA_234
4	55140993	55141063	PDGFRA_1_v4
4	55144119	55144200	PDGFRA_2_v5
4	55151995	55152067	PDGFRA_3_v1
4	55152065	55152138	PDGFRA_4_v1
4	55164814	55164889	KIT_3.2_v1
4	55592152	55592212	KIT_1_v1,KIT_985
4	55593544	55593687	KIT,KIT_2_v4,KIT_414,KIT_3_v2
4	55594190	55594284	KIT_4_v1,KIT_5_v4
4	55595486	55595547	KIT_6_v1
4	55599279	55599362	KIT_7_v3,KIT_125
4	114277220	114277289	ANK2_248
5	1294154	1294271	TERT
5	35875621	35875676	IL7R_645
5	86658293	86658396	RASA1
5	86672792	86672855	RASA1_776
5	112164455	112164513	APC_548
5	112175398	112175453	APC_393
5	149514399	149514533	PDGFRB
5	150923439	150923503	FAT2_467
5	169135194	169135250	DOCK2_191
5	176638457	176638516	NSD1_454
6	31940100	31940151	STK19_323
6	32178613	32178666	NOTCH4
6	43020066	43020119	CUL7_091
6	117704606	117704662	ROS1_632
6	117730771	117730823	ROS1_798
7	6426867	6426925	RAC1_226_2
7	50467872	50467933	IKZF1
7	55249040	55249127	EGFR_T790M
7	55259485	55259546	EGFR_L858R
7	103179661	103179717	RELN_692
7	107423707	107423856	SLC26A3
7	140453109	140453160	BRAF_305
7	152346400	152346443	XRCC2_385
8	113316982	113317131	CSMD3
9	5073705	5073801	JAK2_725,JAK2_726
9	21970992	21971038	CDKN2A_994
9	21971076	21971140	CDKN2A_078
9	21971165	21971211	CDKN2A_068,CDNK2A_068
9	21974695	21974759	CDKN2A_690
9	127912055	127912112	PPP6C_773
9	137622174	137622226	COL5A1_171
TP1_spike	-19	120	TP1_spike
VDJ	251	419	TRDVJ
X	3241269	3241405	MXRA5
mtfrag	4	911	mtP1,mtP2,mtP3,mtP4,mtP5,mtP6,mtP7,mtP8,mtP9,mtP10,mtP11
